Org,Project,URL,Published,Tags,Section,Subject,Authors,Org Type,Tools Used,Backstory,Notes
The New York Times,A Missing Ship With No Signs of Survivors,http://www.nytimes.com/2015/10/06/us/el-faro-missing-ship-hurricane-joaquin.html,10/5/2015,interactive map,National,Hurricane Joaquin,,national,Google Maps,,
The New York Times,A Multitasker's Perspective,http://www.nytimes.com/interactive/2010/06/06/business/kord-pano.html,6/6/2010,,Business,,"Tom Jackson, Chang Lee, Amy Schoenfeld",national,,,
The New York Times,A Nation of Wineries,http://www.nytimes.com/interactive/2013/07/07/business/a-nation-of-wineries.html,7/5/2013,"interactive map, interactive graphic",Business,,"Kevin Schaul, Tim Wallace, Adrienne Carter",national,,,
The New York Times,A New Arab Generation Finds Its Voice,http://www.nytimes.com/interactive/2011/03/20/world/middleeast/middle-east-voices.html#0,3/20/2011,,International,,,national,,,
The New York Times,A New Design for Jeremy Lin Gear,http://www.nytimes.com/interactive/2012/02/28/magazine/jeremy-lin-new-look.html,2/28/2012,,Magazine,,"Samantha Henig, Jacky Myint",national,,,
The New York Times,A New Guide to the Democratic Herd,http://www.nytimes.com/interactive/2012/09/02/sunday-review/a-new-guide-to-the-democratic-herd.html,8/30/2012,"video, animation",Opinion,,"Bill Marsh, Graham Roberts, Xaquin G.V., Archie Tse",national,,,
The New York Times,A New Guide to the Republican Herd,http://www.nytimes.com/interactive/2012/08/26/sunday-review/a-new-guide-to-the-republican-herd.html,8/26/2012,"animation, video",Opinion,,"Bill Marsh, Graham Roberts, Xaquin G.V.",national,,,
The New York Times,A New Perspective on Crime Scenes,http://www.nytimes.com/interactive/2011/11/20/nyregion/nypd-crime-scene-panoramas.html,11/18/2011,,NY/Metro,,"Eba Hamid, Jon Huang, Michael Kolomatsky, Niko Koppel",national,,,
The New York Times,"A Painful Mix of Fire, Wind and Questions",http://www.nytimes.com/2013/07/07/us/a-painful-mix-of-fire-wind-and-questions.html,7/6/2013,"interactive presentation, video, slideshow",National,Arizona Wildfire,"Jacky Myint, Hannah Fairfield",national,,,
The New York Times,A Peek Into Netflix Queues,http://www.nytimes.com/interactive/2010/01/10/nyregion/20100110-netflix-map.html,,,NY/Metro,,"Matthew Bloch, Amanda Cox, Jo Craven McGinty, Kevin Quealy",national,,,
The New York Times,"A Perfect Fit for Some, but Not Others",http://www.nytimes.com/interactive/2014/10/27/us/affordable-care-act-personal-stories.html,10/26/2014,"interactive feature, crowd source",National,,"Troy Griggs, Sona Patel, R. Smith, Jessica Dimson",national,,,
The New York Times,A Picture of the Blizzard’s Aftermath,http://www.nytimes.com/interactive/2016/01/22/us/east-coast-snow-storm.html,1/22/2016,"static map, interactive map",National,,"Matthew Bloch, Tom Giratikanon, Tim Wallace, K.K. Rebecca Lai",national,,,
