Org,Project,URL,Published,Tags,Section,Subject,Authors,Org Type,Tools Used,Backstory,Notes
DIE ZEIT,Das geteilte Land,http://www.zeit.de/feature/mauerfall-das-geteilte-land,10/2/2014,"interactive presentation, interactive map, static graphic",,,"Lisa Borgenheimer, Paul Blickle, Julian Stahnke, Sascha Venohr",international,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Edmonton Journal,Highway 63 features map,http://www.edmontonjournal.com/news/highway63/map/index.html,,interactive map,,,Lucas Timmons,international,Raphael.js,http://blogs.edmontonjournal.com/2012/05/25/how-we-did-it-highway-63-features-map/,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
El Español,España en cifras,http://espanaencifras.elespanol.com/#home_maps,2015,interactive map,,,,international,CartoDB,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
El Mundo,Frases históricas de los Debates sobre el Estado de la Nación,http://www.elmundo.es/grafico/espana/2015/02/24/54ec3529ca47411c578b456f.html,2/24/2015,"interactive feature, timeline",,,Ángel Corral Arias,international,,,
El Mundo,"Nuevo puente de Cádiz, La Pepa",http://www.elmundo.es/grafico/espana/2015/09/23/55bb2de622601d5c248b4579.html,9/23/2015,"interactive map, interactive graphic, diagram, stepper",,,Juan C. Sanchez,international,,,
El Mundo,Simulador de mayorías en el Pleno de investidura,http://www.elmundo.es/grafico/espana/2016/01/14/56961c6a46163f226e8b4617.html,1/14/2016,"interactive graphic, illustration",,,"Pablo Medina, Javier J. Barriocanal, Hugo Garrido, Ricardo",international,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"The European Journalism Centre, Rue89",ReConstruire Haïti,http://apps.rue89.com/haiti/,,"interactive feature, video",,,"Florent Maurin, Gilles Boisson, Jonathan Fallon, Perceval Barrier",international,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Financial Review,Apology Generator,http://www.afr.com/news/politics/national/interactive-apology-generator-20150803-giq60y.html,8/3/2015,interactive feature,,,"Edmund Tadros, Misa Han",international,,,
Financial Review,Fairfax Ipsos poll: Voters back GST rise...with compensation,http://www.afr.com/news/politics/fairfax-ipsos-poll-voters-back-gst-rise-as-long-as-they-get-compensation-20151114-gkz84n?ddd,11/16/2015,"interactive feature, static graphic",,,"Edmund Tadros, D. Woodgate",international,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
The Financial Times,Austerity audit,http://ig.ft.com/austerity-audit/,,"interactive presentation, interactive map",,,"Steve Bernard, Emily Cadman, Katie Carnie, Luke Kavanagh, Callum Locke, Caroline Nevitt, Martin Stabe, Richard Still",international,,,
The Financial Times,London’s renting crisis,http://www.ft.com/cms/s/2/ad4ef6a4-503d-11e3-befe-00144feabdc0.html,11/19/2013,interactive map,,,"Tom Pearson, John Burn-Murdoch, Sarah O'Connor",international,"OpenStreetMap, Hometrack",,
The Financial Times,Scottish referendum results,http://www.ft.com/ig/sites/2014/scottish-results/,2014,"interactive graphic, live coverage",,,"Tom Pearson, Steven Bernard, Martin Stabe",international,,,
The Financial Times,Top 100 scorers in Champions League history,http://www.ft.com/ig/features/champions-league-goal-scorers/index.html#,11/23/2014,interactive graphic,,,John Burn-Murdoch,international,D3.js,,
The Financial Times,A world of debt,http://www.ft.com/ig/sites/2014/debt-to-gdp-ratio/#usa,2014,interactive graphic,,,"Steve Bernard, John Burn-Murdoch, Robin Kwong, Callum Locke, Robin Wigglesworth",international,,,
The Financial Times,Nadal and Federer: two paths to greatness,http://www.ft.com/ig/features/baseline/federer-nadal-different-paths-greatness/,2015,interactive graphic,,,John Burn-Murdoch,international,D3.js,,
The Financial Times,The greatest men's tennis players ever,http://www.ft.com/ig/features/baseline/greatest-tennis-players-of-all-time/,2015,interactive graphic,,,John Burn-Murdoch,international,D3.js,,
The Financial Times,Could subscriptions fund the BBC?,http://ig.ft.com/sites/2015/bbc/,2015,interactive graphic,,,"Robin Kwong, Caroline Nevitt, Henry Mance",international,D3.js,,
The Financial Times,Lessons in Britishness,http://www.ft.com/ig/sites/2015/special-reports/lessons-in-britishness/,3/2/2015,"interactive presentation, video, static graphic",,,"Kari-Ruth Pedersen, Caroline Nevitt, Chris Campbell, Gavin Jackson, George Kyriakos, Andy Mears, Phillip Parrish",international,,,
The Financial Times,Seat Moves,http://elections.ft.com/uk/2015/seatmoves/,3/3/2015,interactive graphic,,,,international,D3.js,,
The Financial Times,Coalition calculator,http://elections.ft.com/uk/2015/coalition-calculator,4/27/2015,interactive graphic,,,,international,D3.js,,
The Financial Times,Saudi Arabia’s royal family tree,http://www.ft.com/cms/s/0/27c2476a-9291-11e4-b213-00144feabdc0.html#axzz3YcE75aNI,,interactive graphic,,,"Katie Carnie, Ben Freese",international,,,
The Financial Times,(No Title),http://www.ft.com/ig/features/2014-11-04_elevators/lifts_test.html,2014,interactive graphic,,,"John Burn-Murdoch, Cleve Jones",international,D3.js,,
The Financial Times,Premier League first XIs compared,http://www.ft.com/ig/features/baseline/every-premier-league-squad-compared-graphic/,6/2/2015,interactive graphic,,,John Burn-Murdoch,international,D3.js,,
The Financial Times,Surface tension in tennis,http://www.ft.com/ig/features/baseline/surface-tension-in-tennis/,,"interactive graphic, stepper",,,John Burn-Murdoch,international,D3.js,,
The Financial Times,Iran’s nuclear sites,http://www.ft.com/ig/sites/2013/iran-nuclear-sites/,11/20/2013,"interactive map, static map",,,"Martin Stabe, Monavar Khalaj",international,,,
The Financial Times,The UK economy at a glance,http://ig.ft.com/sites/uk/economic-dashboard/,7/28/2015,static graphic,,,,international,,,
The Financial Times,Boko Haram’s deadly evolution,http://ig.ft.com/sites/2015/boko-haram-timeline/,8/20/2015,"interactive map, static graphic, timeline",,,"Callum Locke, Caroline Nevitt, Robin Kwong, Aleksandra Wisniewska, Steve Bernard, Aimee Keane, William Wallis, Maggie Fick",international,"D3.js, OpenStreetMap",,
The Financial Times,Which is the best football league in Europe?,http://ig.ft.com/sites/the-best-football-league-in-europe/,9/28/2015,"interactive presentation, static graphic, interactive graphic, table",,,John Burn-Murdoch,international,D3.js,,
The Financial Times,What is the world really doing to stop climate change?,http://ig.ft.com/sites/climate-change-calculator/,10/19/2015,interactive graphic,,Climate Change,"John Burn-Murdoch, Pilita Clark",international,,,
The Financial Times,Paris attacks renew questions about Europe’s border-free travel,http://www.ft.com/cms/s/0/e78ea672-8c7a-11e5-8be4-3506bf20cc2b.html#axzz3rlWgVXiT,11/16/2015,"static map, gif",,,Steven Bernard,international,Keynote,,
The Financial Times,Who are the best ever Formula One drivers?,http://ig.ft.com/sites/the-best-f1-drivers-ever/,11/29/2015,interactive graphic,,,John Burn-Murdoch,international,D3.js,,
The Financial Times,Modern-day slavery: How human trafficking spans the world,https://ig.ft.com/sites/2015/seasonal-appeal/how-human-trafficking-spans-the-world/,2015,interactive feature,,,"Robin Kwong, Caroline Nevitt, Matt Hinchliffe, Daniel Dombey, Aleksandra Wisniewska, Michelle Thompson",international,,,
The Financial Times,The fastest and longest goalscoring streaks in world football,http://blogs.ft.com/ftdata/2015/12/07/fastest-longest-goalscoring-streaks-world-football/,12/7/2015,"static graphic, gif",,,John Burn-Murdoch,international,,,
The Financial Times,Guffipedia,https://ig.ft.com/sites/guffipedia/,12/11/2015,"interactive feature, crowd source",,,,international,,,
The Financial Times,Which leagues have provided the most Ballon d'Or contenders?,https://ig.ft.com/sites/every-ballon-dor-winner/,1/15/2016,interactive graphic,,,John Burn-Murdoch,international,D3.js,,
The Financial Times,Djokovic’s 2015 was the greatest ever men's tennis season,https://ig.ft.com/sites/novak-djokovic-the-best-tennis-season-ever/,1/27/2016,interactive graphic,,,John Burn-Murdoch,international,"D3.js, D3-jetpack",,inspiration: https://twitter.com/Renestance/status/668513083955027969
The Financial Times,Brexit poll tracker,https://ig.ft.com/sites/brexit-polling/,2016,graphic,,EU referendum,,international,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Foreign Policy,A World Disrupted: The Leading Global Thinkers of 2014,http://globalthinkers.foreignpolicy.com/#decision-makers,11/18/2014,interactive feature,,,WeShouldDoItAll,international,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
The Global Mail,Hussain's Journey,http://hussains-journey.theglobalmail.org/,2013,"interactive map, video",,,"Matthew Abbott, Sam Bungey, Daniel Kirkwood, Pat Armstrong, Mark Finger, B.J. Rossiter, Nikhil Sonnad",international,"MapBox, Leaflet.js",,
The Global Mail,At Work Inside Our Detention Centres: A Guard’s Story,http://serco-story.theglobalmail.org/,2014,"feature, illustrations",,,"Sam Wallman, Pat Grant, Sam Bungey, Nick Olle, Pat Armstrong, Mark Finger",international,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
The Globe and Mail,React: What’s your take on Toronto Mayor Rob Ford’s ouster?,http://www.theglobeandmail.com/news/toronto/react-whats-your-take-on-toronto-mayor-rob-fords-ouster/article5665207/,2012,crowdsource,,,Christopher Manza,international,,,
The Globe and Mail,The Globe’s election forecast,http://www.theglobeandmail.com/news/politics/globe-election-forecast-2015/article25377958/,2015,"interactive graphic, static graphic",,,"Paul Fairie, Jeremy Agius, Julia Wolfe, Chris Hannay",international,,http://www.theglobeandmail.com/news/politics/how-our-election-forecasting-model-works/article25371747/,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Haaretz,The Dead Sea: A dramatic look at Israel's endangered natural wonder,http://www.haaretz.com/st/c/prod/global/deadsea/eng/5/,3/1/2016,"interactive presentation, video, interactive map",,,"Elijahu Malka, Jonathan Pollack, Max Shapiro",international,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
La Nacion,Premios Oscar 2016: armá tu pronóstico,http://www.lanacion.com.ar/1872188-premios-oscar-2016-arma-tu-pronostico,2/22/2016,game,,,"Pablo Loscri, Ashley Wu, Gastón de la Llana, Cristian Bertelegni, Azul Cecinini, Florencia Fernández Blanco",international,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Le Monde,La domination de l'Espagne sur le foot mondial en une infographie,http://www.lemonde.fr/les-decodeurs/visuel/2015/06/11/la-domination-de-l-espagne-sur-le-foot-mondial-en-une-infographie_4652236_4355770.html,6/11/2015,interactive graphic,,,,international,,,
Le Monde,"Les États-Unis, terre d’accueil des nobélisés migrants",http://www.lemonde.fr/les-decodeurs/article/2015/10/09/les-etats-unis-terre-d-accueil-des-nobelises-migrants_4786346_4355770.html,10/9/2015,interactive graphic,,,,international,,,
Le Monde,Comment le Bataclan s'est transformé en piège mortel,http://www.lemonde.fr/les-decodeurs/visuel/2015/11/16/comment-le-bataclan-s-est-transforme-en-piege-mortel_4810884_4355770.html,11/16/2015,"interactive feature, diagram",,Paris Attacks,"Eric Béziat, Jules Grandin, Flavie Holzinger",international,,,
Le Monde,Elections régionales : la carte des résultats,http://www.lemonde.fr/les-decodeurs/article/2015/12/06/regionales-les-resultats-commune-par-commune_4825784_4355770.html,12/6/2015,interactive map,,,,international,,,
Le Monde,Régionales : le FN peine à s’implanter dans les grandes villes,http://www.lemonde.fr/les-decodeurs/article/2015/12/14/regionales-le-fn-peine-a-s-implanter-dans-les-grandes-villes_4831209_4355770.html,12/14/2015,interactive graphic,,,Jérémie Baruch,international,,,
Le Monde,Elections régionales 2015 : le FN a battu son record de voix,http://www.lemonde.fr/les-decodeurs/article/2015/12/13/elections-regionales-2015-fn-a-battu-son-record-de-voix_4831152_4355770.html,12/13/2015,interactive graphic,,,,international,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Le Temps,La galaxie Star Wars,http://labs.letemps.ch/interactive/2015/starwars/,2015,interactive feature,,,,international,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Maclean's,Shape of the House,http://www.macleans.ca/shape-of-the-house/,2015,interactive graphic,,,"Amanda Shendruk, Nick Taylor-Vaisey",international,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Manchester Evening News,Quiz: Northern Quarter or New York?,http://www.manchestereveningnews.co.uk/news/greater-manchester-news/quiz-northern-quarter-new-york-10243331,10/14/2015,"game, slideshow",,,Emma Mountford,international,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Neue Zürcher Zeitung,Keine Zeit für Wut – Vier Schicksale zwei Jahre nach «Fukushima»,http://fukushima.nzz.ch/,3/8/2013,"interactive presentation, graphic, map, video, slideshow",,,"Benjamin Wiederkehr, Peter Gassner, Jeremy Stucki, Christoph Schmid, Christian Siegrist, Jan Wächter, Piotr Fedorczyk, Martina Frantzén, Flavio Gortana",international,,http://datavisualization.ch/inside/how-we-visualized-life-after-fukushima/,"Similar in style to the NYT's ""Snowfall"""
Neue Zürcher Zeitung,"Labor market: Again, more unemployed in the EU",http://www.nzz.ch/aktuell/wirtschaft/wirtschaftsnachrichten/europa-arbeitslosigkeit-juni-2013-1.18108725,7/2/2013,interactive graphic,,,,international,,,
Neue Zürcher Zeitung,Grosse Dunkelziffer: Zahl der Hinrichtungen weltweit angestiegen,http://www.nzz.ch/aktuell/international/auslandnachrichten/zahl-der-hinrichtungen-weltweit-angestiegen-1.18271213,3/27/2014,"interactive map, interactive graphic",,,"Alice Kohli, Peter Gassner, Piotr Fedorczyk Donnerstag",international,,,
Neue Zürcher Zeitung,"Good Night, Malaysian 370",http://mh370.nzz.ch/#/,2015,"interactive presentation, video",,,,international,,,
Neue Zürcher Zeitung,"Die Stimmbeteiligung beträgt 41,6 Prozent",http://www.nzz.ch/schweiz/abstimmungssonntag-zweimal-klares-nein-1.18497736,3/8/2015,interactive map,,,,international,,,
Neue Zürcher Zeitung,Chasing the Matterhorn,http://matterhorn.nzz.ch/index.en.html?mode=webgl,,"interactive feature, interactive map, 3D, static map",,,"Benjamin Schudel, Simon Wimmer, Pix4D SA, Sensefly, Sonja Betschart, Lisa Chen",international,,,
Neue Zürcher Zeitung,Flüchtlingskrise im Überblick: Wo in Europa die meisten Asylgesuche gestellt werden,http://www.nzz.ch/international/fluechtlingskrise/der-stand-der-fluechtlingskrise-im-ueberblick-ld.2025,11/6/2015,interactive graphic,,,"Nina Belz, Ivo Mijnssen, Benjamin Schudel",international,,,
Neue Zürcher Zeitung,Rückkehrwelle in Zentralasien: Eine Retortenstadt für Tadschikistans Migranten,http://www.nzz.ch/international/asien-und-pazifik/rueckkehrwelle-in-zentralasien-eine-retortenstadt-fuer-tadschikistans-migranten-ld.4817,2/3/2016,interactive map,,,Daniel Wechlin,international,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
New Zealand Herald,Princess Charlotte: How popular is the name? (+interactive),http://www.nzherald.co.nz/lifestyle/news/article.cfm?c_id=6&objectid=11443634&ref=nzh_tw,5/6/2015,interactive graphic,,,Cameron Prebble,international,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
NRK,Dette er dei nye smuglartrendene og narkorutene til Noreg,http://www.nrk.no/fordypning/dette-er-smuglartrendene-1.10881930,,interactive map,,,,international,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Observador,Resultados Nacionais: Presidenciais 2016,http://observador.pt/interativo/resultados-presidenciais-2016/#/,,"interactive map, interactive graphic",,,,international,,,
Observador,Resultados Globais: Legislativas ao segundo,http://observador.pt/interativo/legislativas-ao-segundo/#/,,"interactive map, interactive graphic",,,,international,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
O Globo,Caymmi: samba da minha terra,http://infograficos.oglobo.globo.com/cultura/caymmi.html?mobi=1,,"interactive feature, video",,,,international,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Private Eye,Selling England by the offshore pound,http://www.private-eye.co.uk/registry,2015,interactive map,,,,international,"OpenStreetMap, CartoDB",,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Reuters,The Child Exchange: Inside America's underground market for adopted children,http://www.reuters.com/investigates/adoption/#article/part1,9/9/2013,"interactive presentation, interactive graphic, video, graphic",,,,international,,,
Reuters,Assets of the Ayatollah,http://www.reuters.com/investigates/iran/#article/,11/11/2013,"interactive presentation, interactive graphic, video, graphic",,,"Charlie Szymanski, Himanshu Ojha, Maryanne Murray, Troy Dunkley",international,,,
Reuters,The Fed’s Balancing Act,http://www.reuters.com/investigates/graphics/fed/,2014,interactive graphic,,,"Maryanne Murray, Charlie Szymanski, Ananya Bhatia, Dan Burns, Jack Doran",international,,,
Reuters,Malaysia Airlines flight MH370,http://graphics.thomsonreuters.com/14/MH370/index.html,2014,"map, diagram, stepper",,,,international,,,
Reuters,Operational satellites,http://graphics.thomsonreuters.com/14/satellites/index.html,2014,interactive graphic,,,,international,,,
Reuters,Gaza conflict,http://graphics.thomsonreuters.com/14/gaza/index.html,2014,"static map, static graphic, before/after slider",,,"S. Scarr, W. Foo, M. Weber, C. Inton, G. Cabrera",international,,,
Reuters,Ebola Outbreak,http://graphics.thomsonreuters.com/14/ebola/index.html,9/13/2014,interactive graphic,,,"Matthew Weber, Wen Foo",international,,,
Reuters,Scotland Independence Referendum,http://graphics.thomsonreuters.com/14/scotland/index.html,9/18/2014,"interactive graphic, table, interactive map, live coverage",,,Monica Ulmanu,international,,,
Reuters,State of the banks ahead of the ECB tests,http://graphics.thomsonreuters.com/14/europeanbanks_tests/index.html,2014,"interactive graphic, table",,,"Monica Ulmanu, Laura Noonan",international,,,
Reuters,114 Years of Nobel Laureates,http://graphics.thomsonreuters.com/14/nobels/index.html,2014,interactive graphic,,,Matthew Weber,international,,,
Reuters,Ebola Outbreak,http://graphics.thomsonreuters.com/14/ebola/index.html,2014,"interactive graphic, interactive map, table",,,,international,,,
Reuters,Reuters graphics 2014,http://graphics.thomsonreuters.com/year2014/index.html,2014,landing page,,,,international,,,
Reuters,Journalists killed,http://graphics.thomsonreuters.com/14/journalist-deaths/index.html,2014,"interactive graphic, interactive map",,,Matthew Weber,international,,,
Reuters,Euro Zone's Quantitative Easing,http://graphics.thomsonreuters.com/15/ecb-qe/index.html,3/17/2015,"interactive graphic, static graphic",,,"Vincent Flasseur, Matthew Weber",international,,,
Reuters,Routes to a better life,http://graphics.thomsonreuters.com/15/migrants/index.html,2015,"static map, interactive graphic",,,,international,,,
Reuters,Banking misconduct bill,http://graphics.thomsonreuters.com/15/bankfines/index.html,2015,"interactive graphic, table",,,,international,,,
Reuters,Major High Court decisions,http://graphics.thomsonreuters.com/15/supremecourt/index.html#section-overview,6/18/2015,"interactive feature, interactive graphic, static graphic, static map, timeline, table",,,"Christine Chan, Matthew Weber, Joan Biskupic",international,,,
Reuters,U.S. Labor Market,http://graphics.thomsonreuters.com/14/squareone/index.html,2015,"interactive graphic, interactive map",,,,international,,,
Reuters,Highlights from the August 2015 U.S. jobs report,http://graphics.thomsonreuters.com/14/unemployment/index.html,2015,"interactive feature, interactive graphic",,,,international,,,
Reuters,Europe’s migration crisis,http://graphics.thomsonreuters.com/15/migrants/index.html,2015,"static map, interactive graphic",,,"Chris Inton, Matthew Weber, Vincent Flasseur, Simon Scarr, Gustavo Cabrera, Travis Hartman",international,,,
Reuters,Nobel Laureates,http://graphics.thomsonreuters.com/15/nobels/,2015,interactive graphic,,,Matthew Weber,international,,,
Reuters,Formula 1 - 2015 season,http://fingfx.thomsonreuters.com/gfx/rngs/1/8/18/index.html#section-teams,2015,"interactive graphic, interactive map",,,,international,,,
Reuters,A turf war on the South China Sea,http://fingfx.thomsonreuters.com/gfx/rngs/1/6/12/index.html,2015,interactive map,,,"Wen Foo, Simon Scarr, Matthew Weber",international,,,
Reuters,Lower House Election 2015: Poland Votes,http://graphics.thomsonreuters.com/15/poland-election/,2015,"interactive feature, interactive graphic, interactive map",,,"Christine Chan, Vincent Flasseur, Travis Hartman, Marcin Goettig, Wiktor Szary",international,,,
Reuters,China’s ageing population,http://fingfx.thomsonreuters.com/gfx/rngs/1/33/64/index.html,2015,interactive graphic,,,"Wen Foo, Jessica Wang, Simon Scarr",international,,,
Reuters,Spreading the Wealth,http://fingfx.thomsonreuters.com/gfx/rngs/1/47/96/index.html,2015,interactive graphic,,,"Matthew Weber, Maryanne Murray and Karen Brettell",international,,,
Reuters,IAAF doping scandal,http://fingfx.thomsonreuters.com/gfx/rngs/1/70/132/index.html,2015,interactive graphic,,,Matthew Weber,international,,,
Reuters,Is clean growth possible?,http://fingfx.thomsonreuters.com/gfx/rngs/1/148/229/index.html,2015,interactive graphic,,,"Maryanne Murray, Matthew Weber",international,,,
Reuters,Fed raises rates,http://fingfx.thomsonreuters.com/gfx/rngs/1/289/389/index.html,2015,interactive graphic,,,Matthew Weber,international,,,
Reuters,Air quality in China's cities,http://fingfx.thomsonreuters.com/gfx/rngs/1/587/734/index.html,9/17/2014,interactive graphic,,,Jessica Wang,international,,,
Reuters,Race to the White House,http://fingfx.thomsonreuters.com/gfx/rngs/1/675/876/index.html,2016,interactive feature,,,"Matthew Weber, Christine Chan, Megan Cassella",international,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
SBS,Who's following who in parliament?,http://www.sbs.com.au/news/interactive/who-is-following-who,12/10/2015,interactive graphic,,,Ken Macleod,international,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
South China Morning Post,Here comes the rain again,http://widgets.scmp.com/infographic/20140331/rainfall/,5/22/2013,"interactive graphic, timeline",,,"Cedric Sam, Jane Pong",international,,,
South China Morning Post,"Three cities, one bridge",http://multimedia.scmp.com/bridge/,11/17/2015,"interactive feature, interactive map, static map, static graphic, table",,,"Allen Au-Yeung, Cédric Sam, Alberto Lucas López, Brian Wang",international,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
SRF,Stadt und Land sind politisch in festen Händen,http://www.srf.ch/news/wahlen/wahlkampf/stadt-und-land-sind-politisch-in-festen-haenden,9/24/2015,interactive graphic,,,"Tania Boa, Timo Grossenbacher, Mark Hintz, Anna Wepfer",international,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
SVT Pejl,Miljö,http://pejl.svt.se/miljo/fororenade-platser/,2013,database,,,,international,,,
SVT Pejl,Hit har fyra miljoner syrier flytt,http://pejl.svt.se/syriska-flyktingar-per-land/,9/3/2015,interactive feature,,,"Robin Linderborg, Linnea Heppling",international,,,
SVT Pejl,Flyktingströmmar till EU,http://pejl.svt.se/flyktingstrommar/#gn2010,9/3/2015,interactive graphic,,,"Robin Linderborg, Johan Ekman",international,,,
SVT Pejl,IS kontroll i Irak och Syrien – stad för stad,http://pejl.svt.se/kontrollen-over-irak-och-syrien/,6/2/2015,interactive map,,,Robin Linderborg,international,,,
SVT Pejl,Så prisvärt är ditt bredband,http://pejl.svt.se/bredband/karta/,4/13/2015,,,,,international,,,not working
SVT Pejl,Var är du på inkomstskalan?,http://pejl.svt.se/visualisering/inkomster/var-ar-du/,5/11/2014,interactive graphic,,,,international,,,
SVT Pejl,Så prisvärt är ditt bredband,http://pejl.svt.se/bredband/formular/,,,,,,international,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
The Sydney Morning Herald,The newest island on Earth,http://www.smh.com.au/interactive/2015/tonganvolcano/,2015,"interactive feature, video, slide show",,,Kevin Kearney,international,Shorthand Pro,,
The Sydney Morning Herald,The science behind the weird pattern to Australia's most popular wedding dates,http://www.smh.com.au/national/what-are-the-most-popular-wedding-dates-in-australia-20151204-glfrod,12/6/2015,"video graphic, interactive graphic",,,Inga Ting,international,Tableau,,
The Sydney Morning Herald,"How Airbnb is taking over Sydney, one beach at a time",http://www.smh.com.au/nsw/how-airbnb-is-taking-over-sydney-one-beach-at-a-time-20160104-glzfbg,1/5/2016,"interactive map, time series",,,Inga Ting,international,"OpenStreetMap, CartoDB",,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Tages-Anzeiger,Überall Berge – ausser in den Alpen,http://blog.tagesanzeiger.ch/datenblog/index.php/11390/die-haeufigsten-ortsnamensendungen-in-der-schweiz,2/8/2016,interactive map,,,"Kaspar Manz, Marc Brupbacher",international,,http://truth-and-beauty.net/experiments/ach-ingen-zell/,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
The Telegraph,"Ukip already has four seats 'in the bag', says leading expert Matthew Goodwin",http://www.telegraph.co.uk/news/politics/11450075/Ukip-already-has-four-seats-in-the-bag-says-leading-expert-Matthew-Goodwin.html,3/4/2015,interactive map,,,,international,CartoDB,,
The Telegraph,Election 2015: Coalition Builder - pick your own government,"http://www.telegraph.co.uk/news/general-election-2015/11562365/Election-2015-Coalition-Builder-pick-your-own-government.html#coalition=0,0,1,2-1,0,1",4/27/2015,"interactive feature, game",,,"Richard Moynihan, Mark Oliver, Dan Palmer",international,,,
The Telegraph,The many faces of David Bowie,http://s.telegraph.co.uk/graphics/projects/david-bowie-many-faces/index.html,1/11/2016,"interactive feature, slide show",,,,international,Shorthand Pro,,
