Org,Project,URL,Published,Tags,Section,Subject,Authors,Org Type,Tools Used,Backstory,Notes
ABC News,Japan Earthquake: before and after,http://www.abc.net.au/news/specials/japan-quake-2011/,,,,,Andrew Kesper,national,,,
ABC News,Pluto comes into focus,http://www.abc.net.au/news/2015-07-09/pluto-comes-into-focus/6566818,7/9/2015,"interactive presentation, timeline, video",,,"Ben Spraggon, Ash Kyd, Colin Gourlay",national,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Arizona Daily Star,"Liens and foreclosures, broken down by company",http://azstarnet.com/app/maps/foreclosures/,,interactive map,,,,national,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Arizona Central,Yarnell Hill Fire: Remembering the fallen firefighters,http://www.azcentral.com/news/free/20130701yarnell-hill-fire-firefighters-names.html,7/2/2013,interactive feature,,,,national,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Associated Press,2012 NATO Summit,http://hosted.ap.org/interactives/2012/nato/index.html,2012,"photo gallery, interactive presentation",,,,national,,,
Associated Press,Are post offices near you under study for reduced hours?,http://hosted.ap.org/interactives/2012/postal-problems/,2012,"interactive map, database",,,,national,,,
Associated Press,Collecting precious medals,http://hosted.ap.org/interactives/2012/olympics-medals-records/index.html,2012,interactive graphic,,,,national,,,
Associated Press,Illegal immigrants increasingly held in private detention facilities,http://hosted.ap.org/interactives/2012/immigration-html/,2012,"interactive map, timeline",,,,national,,,
Associated Press,NASA Mars Mission,http://hosted.ap.org/interactives/2012/mars-curiosity/index.html,2012,interactive graphic,,,,national,,,
Associated Press,2012 Summer Olympics: Venues,http://hosted.ap.org/interactives/2012/olympics-venues/,2012,interactive map,,,,national,,,
Associated Press,The Many Sides of Marilyn Monroe,http://hosted.ap.org/interactives/2012/marilyn-monroe/,2012,"photo gallery, interactive presentation",,,,national,,,
Associated Press,Olympic Events,http://hosted.ap.org/interactives/2012/olympics-events/,2012,,,,,national,,,
Associated Press,Igniting the games,http://hosted.ap.org/interactives/2012/olympics-torch/index.html,2012,"photo gallery, interactive presentation",,,,national,,,
Associated Press,Olympic security: Is London ready?,http://hosted.ap.org/interactives/2012/london-security/,2012,explainer,,,,national,,,
Associated Press,The presidential tickets,http://hosted.ap.org/interactives/2012/election-2012/index.html,2012,,,,,national,,,
Associated Press,Colorado suspect charged with 24 counts of murder,http://hosted.ap.org/interactives/2012/colorado-shooting/,2012,"photo gallery, interactive presentation",,,,national,,,
Associated Press,Natural gas service line accidents,http://hosted.ap.org/interactives/2012/pipeline-accidents/,2012,"interactive map, timeline",,,,national,,,
Associated Press,Gun control chronology,http://hosted.ap.org/interactives/2012/gun-control/index.html,2012,timeline,,,,national,,,
Associated Press,Penn State players focus of Big Ten media day,http://hosted.ap.org/interactives/2012/penn-state-sandusky/index.html,2012,"photo gallery, interactive presentation",,,,national,,,
Associated Press,New nuclear,http://hosted.ap.org/interactives/2012/new-nuclear/,2012,interactive map,,,,national,,,
Associated Press,Pitch repertoire,http://hosted.ap.org/interactives/2012/pitching/index.html,2012,video,,,,national,,,
Associated Press,Developments in the ongoing Syria conflict,http://hosted.ap.org/interactives/2012/syria/,2012,timeline,,,,national,,,
Associated Press,Blade Runner: Pistorious facts,http://hosted.ap.org/interactives/2012/oscar-pistorius/index.html,2012,"explainer, interactive graphic",,,,national,,,
Associated Press,Health Care,http://hosted.ap.org/interactives/2012/healthcare/index.html,2012,"timeline, interactive map, explainer, static graphic, video",,,,national,,,
Associated Press,National wildfires,http://hosted.ap.org/interactives/2012/wildfires-html/,2012,"interactive map, video, timeline",,,,national,,,
Associated Press,U.S. Supreme Court,http://hosted.ap.org/interactives/2012/supreme-court/,2012,"explainer, interactive graphic",,,,national,,,
Associated Press,Tennis Grand Slams,http://hosted.ap.org/interactives/2012/tennis-grand-slams/index.html,2012,"interactive graphic, timeline, video, photo gallery, interactive presentation",,,,national,,,
Associated Press,Andy Griffith,http://hosted.ap.org/interactives/2012/andy-griffith-html/,2012,timeline,,,,national,,,
Associated Press,2012 G20 summit,http://hosted.ap.org/interactives/2012/g20/,2012,"interactive graphic, explainer",,,,national,,,currently not working
Associated Press,Roger Clemens trial,http://hosted.ap.org/interactives/2012/clemens-trial/index.html,2012,"interactive presentation, timeline",,,,national,,,
Associated Press,Food stamp recipients,http://hosted.ap.org/interactives/2012/food-stamps/,2012,interactive map,,,,national,,,
Associated Press,U.S. Supreme Court: Major cases in the current term,http://hosted.ap.org/interactives/2011/scotus-11-12/index.html,2011,interactive presentation,,,,national,,,
Associated Press,Golf's major tournaments,http://hosted.ap.org/interactives/2012/golf-majors/index.html,2012,interactive presentation,,,,national,,,
Associated Press,Energy poll,http://hosted.ap.org/interactives/2012/ap-energy-poll/,2012,interactive graphic,,,,national,,,
Associated Press,Lance Armstrong,http://hosted.ap.org/interactives/2012/lance-armstrong/index.html,2012,"timeline, explainer",,,,national,,,
Associated Press,Al-Qaida today,http://hosted.ap.org/interactives/2012/osama-bin-laden/,2012,"explainer, doc viewer",,,,national,,,
Associated Press,Olympic training: A balance of physical and mental,http://hosted.ap.org/interactives/2012/olympics-athletes-profile/,2012,interactive presentation,,,,national,,,
Associated Press,Easing nuclear preparedness,http://hosted.ap.org/interactives/2012/aging-nuclear/,2012,interactive map,,,,national,,,
Associated Press,SpaceX mission,http://hosted.ap.org/interactives/2012/spacex-launch/,2012,"interactive presentation, explainer",,,,national,,,
Associated Press,Rise and fall of a presidential hopeful,http://hosted.ap.org/interactives/2012/edwards/,2012,timeline,,,,national,,,
Associated Press,National gay marriage laws,http://hosted.ap.org/interactives/2012/gay-marriage-html/index.html,2012,"interactive map, static graphic, interactive graphic, timeline",,,,national,,,
Associated Press,The Wisconsin recall elections,http://hosted.ap.org/interactives/2012/wisconsin-recall/,2012,"explainer, static graphic, interactive presentation",,,,national,,,
Associated Press,France Election,http://hosted.ap.org/interactives/2012/france-election/index.html,2012,"explainer, interactive presentation, timeline",,,,national,,,
Associated Press,"New York, New York: A history in pictures",http://hosted.ap.org/interactives/2012/nyc-history-pictures/,2012,photo gallery,,,,national,,,
Associated Press,Shuttle Orbiter,http://hosted.ap.org/interactives/2012/orbiter-discovery/,2012,"stepper, animation, interactive presentation, timeline",,,,national,,,
Associated Press,Afghanistan war,http://hosted.ap.org/interactives/2012/afghanistan-war/,2012,"timeline, interactive graphic",,,,national,,,
Associated Press,Preterm births across the globe,http://hosted.ap.org/interactives/2012/world-premature-births/index.html,2012,interactive graphic,,,,national,,,
Associated Press,Election 2012: Romney seeks to woo conservatives,http://hosted.ap.org/interactives/2011/gop2012/index.html,2012,interactive presentation,,,,national,,,
Associated Press,Trayvon Martin,http://hosted.ap.org/interactives/2012/neighborhood-killing/,2012,"explainer, interactive map, document",,,,national,,,
Associated Press,Quick Shots of Madness: A daily dose of tournament trivia,http://hosted.ap.org/interactives/2012/march-madness/index.html,2012,interactive presentation,,,,national,,,
Associated Press,Painkiller drugs sales spike over last decade,http://hosted.ap.org/interactives/2012/painkiller-nation/,2012,interactive map,,,,national,,,
Associated Press,Charles Manson,http://hosted.ap.org/interactives/2012/charles-manson/,2012,"before/after, timeline",,,,national,,,
Associated Press,Agencies processing increasing number of FOIA requests,http://hosted.ap.org/interactives/2012/sunshine-week/,2012,interactive graphic,,,,national,,,
Associated Press,Phone hacking: One-time heir apparent tarnished,http://hosted.ap.org/interactives/2011/britain-hacking/,2011,"interactive graphic, interactive presentation, timeline",,,,national,,,
Associated Press,Apple Inc.,http://hosted.ap.org/interactives/2012/apple/index.html,2012,"timeline, interactive graphic, static graphic",,,,national,,,
Associated Press,Tornadoes,http://hosted.ap.org/interactives/2012/tornadoes-html/,2012,"interactive graphic, video, timeline",,,,national,,,
Associated Press,Delegate tracker,http://www.washingtontimes.com/campaign-2012/delegate-tracker/,2012,interactive graphic,,,,national,,,
Associated Press,Race Rundown,http://www.statesman.com/news/elections/race-rundown-2051542.html,2012,,,,,national,,,
Associated Press,Sprint Cup driver tracker,http://hosted.ap.org/interactives/2012/sprint-cup-driver-tracker/index.html,2012,"interactive graphic, explainer",,,,national,,,
Associated Press,Japan one year later,http://hosted.ap.org/interactives/2012/japan-anniv/,2012,"before/after, interactive graphic, explainer, timeline",,,,national,,,
Associated Press,Road to 270,http://www.boston.com/news/politics/2012/president/road_to_270/,2012,interactive map,,,,national,,,
Associated Press,A look at 100 years of Girl Scouts,http://hosted.ap.org/interactives/2012/girl-scouts-100/,2012,timeline,,,,national,,,
Associated Press,National gas prices,http://hosted.ap.org/interactives/2012/gas-prices/index.html,2012,"interactive map, explainer, video",,,,national,,,
Associated Press,Cruise ship accident: First victim identified ,http://hosted.ap.org/interactives/2012/cruise-accident/index.html,2012,"interactive map, interactive presentation, timeline, static graphic",,,,national,,,
Associated Press,Markets and investing,http://hosted.ap.org/interactives/2012/markets/,2012,"interactive graphic, explainer",,,,national,,,
Associated Press,Olympic Park: Transforming London,http://hosted.ap.org/interactives/2012/olympics-before-after/,2012,before/after,,,,national,,,
Associated Press,2016 Summer Olympics,http://hosted.ap.org/interactives/2012/rio-2016/,2012,"video, animation, photo gallery, interactive presentation",,,,national,,,
Associated Press,How would you fix Social Security?,http://bigstory.ap.org/interactive/how-would-you-fix-social-security,2012,interactive graphic,,,,national,,,
Associated Press,AP on the trail,http://hosted.ap.org/interactives/2012/on-the-trail/,2012,photo gallery,,,,national,,,
Associated Press,West Nile,http://hosted.ap.org/interactives/2012/west-nile/,2012,"explainer, interactive map",,,,national,,,
Associated Press,Hurricanes,http://hosted.ap.org/interactives/2012/hurricanes/index.html,2012,"timeline, interactive graphic",,,,national,,,
Associated Press,Syria's Civil War,http://hosted.ap.org/interactives/2012/syria/,2012,,,,,national,,,
Associated Press,Election 2012,http://hosted.ap.org/interactives/2012/election-2012/index.html,2012,,,,,national,,,
Associated Press,Voting trends in America,http://hosted.ap.org/interactives/2012/election-history/,9/13/2012,"interactive map, interactive graphic",,,Nick Harbaugh,national,,,
Associated Press,Prophet Film,http://bigstory.ap.org/interactive/interactive-prophet-film,2012,"timeline, explainer",,,,national,,,
Associated Press,Presidential debates trivia,http://hosted.ap.org/interactives/2012/presidential-debate-2012/,2012,game,,,,national,,,
Associated Press,Superstorm Impact,http://hosted.ap.org/interactives/2012/superstorm-impact/,2012,"interactive graphic, video, table, interactive presentation",,,,national,,,
Associated Press,A federal budget out of balance,http://hosted.ap.org/interactives/2012/us-federal-deficit/,2012,"interactive graphic, table, video",,,,national,,,
Associated Press,China's reach,http://hosted.ap.org/interactives/2012/china-reach/,2012,"interactive graphic, timeline, interactive map, video",,,,national,,,
Associated Press,Gun Control Debate,http://hosted.ap.org/interactives/2012/gun-control/index.html,2012,"interactive graphic, timeline, interactive map",,,,national,,,
Associated Press,The 113th Congress,http://hosted.ap.org/interactives/2013/congress/,2013,interactive graphic,,,,national,,,
Associated Press,NCAA Men's Basketball: An interactive look at The AP Poll,http://collegebasketball.ap.org/content/interactive-look-ap-poll,1/14/2013,"interactive graphic, video",,,,national,,,
Associated Press,Presidential Inauguration,http://hosted.ap.org/interactives/2013/inauguration/?START=3&wmode=opaque&wmode=opaque,2013,"interactive graphic, map, video, game",,,,national,,,
Associated Press,Apple Inc.,http://hosted.ap.org/interactives/2012/apple/,2012,"interactive graphic, timeline",,,,national,,,
Associated Press,Super Bowl,http://hosted.ap.org/interactives/2013/superbowl/,2013,"photo gallery, game, video",,,,national,,,
Associated Press,Federal Budget,http://hosted.ap.org/interactives/2013/us-budget-2013/,2013,"interactive graphic, video, treemap",,,Michelle Minkoff,national,,,
Associated Press,Postal Service Problems,http://hosted.ap.org/interactives/2012/postal-problems/index.html,2013,interactive graphic,,,Michelle Minkoff,national,Raphael.js,,
Associated Press,Immigration,http://hosted.ap.org/interactives/2013/immigration/,2013,"interactive graphic, timeline",,,,national,,,
Associated Press,Winter Storm,http://hosted.ap.org/interactives/2013/winter-storm/,2013,"interactive map, interactive graphic, video, database",,,,national,,,
Associated Press,The Oscars,http://bigstory.ap.org/content/ap-interactive-oscars,2013,"interactive presentation, interactive graphic, video gallery, video, game",,,,national,,,
Associated Press,Obama's second term,http://hosted.ap.org/interactives/2012/obama-second-term/,2013,"video, interactive graphic, interactive presentation, slider",,,,national,,,
Associated Press,Airline Industry,http://bigstory.ap.org/interactive/airline-industry,2013,"interactive graphic, timeline",,,,national,,,
Associated Press,Iditarod,http://hosted.ap.org/interactives/2013/iditarod/,2013,interactive map,,,,national,,,
Associated Press,2013 NCAA Men’s Basketball Tournament,http://hosted.ap.org/interactives/2013/NCAA-tournament/,2013,interactive graphic,,,,national,,,
Associated Press,Europe Economy,http://bigstory.ap.org/interactive/europe-economy,2013,"interactive graphic, table, timeline",,,,national,,,
Associated Press,National Gay Marriage Laws,http://hosted.ap.org/interactives/2013/gay-marriage/,2013,"interactive map, explainer, interactive graphic",,,,national,,,
Associated Press,Vietnam anniversary,http://bigstory.ap.org/interactive/vietnam-anniversary,2013,interactive graphic,,,,national,,,
Associated Press,Timeline and key themes of her life,http://bigstory.ap.org/interactive/margaret-thatcher,4/8/2013,"timeline, explainer",,,,national,,,
Associated Press,Boston Marathon bombing,http://bigstory.ap.org/interactive/boston-marathon-bombing,2013,"live coverage, map, interactive graphic, slideshow, video",,,,national,,,
Associated Press,U.S. economy,http://hosted.ap.org/interactives/2012/us-economy/,2013,"interactive graphic, video",,,,national,,,
Associated Press,Olympic medals & records,http://hosted.ap.org/interactives/2012/olympics-medals-records/index.html,2012,"interactive graphic, photo gallery, explainer, video",,,,national,,,
Associated Press,Election trends,http://hosted.ap.org/interactives/2012/election-trends/,2012,"interactive map, interactive graphic",,,,national,,,
Associated Press,New Pope,http://bigstory.ap.org/interactive/new-pope,2013,"interactive graphic, timeline, explainer, video",,,,national,,,
Associated Press,Missing women found in Cleveland,http://bigstory.ap.org/interactive/women-found,2013,"explainer, map, audio",,,,national,,,
Associated Press,Benghazi Attack,http://bigstory.ap.org/interactive/benghazi-attack,2013,explainer,,,,national,,,
Associated Press,Star Trek' quiz,http://bigstory.ap.org/interactive/star-trek-quiz,5/15/2013,game,,,,national,,,
Associated Press,Oklahoma Tornadoes,http://bigstory.ap.org/interactive/oklahoma-tornadoes,5/20/2013,"explainer, map, video, interactive graphic, database, interactive map",,,,national,,,
Associated Press,CEO Pay,http://bigstory.ap.org/interactive/ceo-pay,2013,"interactive graphic, table",,,,national,,,
Associated Press,Indianapolis 500,http://hosted.ap.org/interactives/2013/indianapolis-500/,2013,"photo gallery, timeline, game, interactive graphic",,,,national,,,
Associated Press,Gettysburg: The bloodiest battle,http://hosted.ap.org/interactives/2013/gettysburg/,2013,"interactive feature, slideshow",,,,national,,,
Associated Press,Summer movies,http://bigstory.ap.org/interactive/summer-movies,2013,"interactive graphic, video gallery",,,,national,,,
Associated Press,US Economy,http://bigstory.ap.org/interactive/us-economy,2013,"interactive graphic, video",,,,national,,,
Associated Press,Myanmar,http://bigstory.ap.org/interactive/myanmar,2013,"interactive feature, slideshow, timeline",,,,national,,,
Associated Press,French Open,http://bigstory.ap.org/interactive/french-open,2013,"interactive feature, slideshow, photo gallery, video, graphic",,,,national,,,
Associated Press,Iran,http://bigstory.ap.org/interactive/iran,2013,"explainer, interactive graphic, map, timeline",,,,national,,,
Associated Press,Tour de France,http://bigstory.ap.org/interactive/tour-de-france,2013,"photo gallery, explainer",,,,national,,,
Associated Press,Gay Marriage in the United States,http://hosted.ap.org/interactives/2013/gay-marriage/index.html,2013,"interactive map, explainer, interactive graphic",,,,national,,,
Associated Press,George Zimmerman,http://hosted.ap.org/interactives/2013/george-zimmerman/,2013,"timeline, explainer",,,,national,,,
Associated Press,British Open,http://hosted.ap.org/interactives/2013/british-open-golf/,2013,"timeline, explainer, game",,,,national,,,
Associated Press,Mexico drug cartels,http://hosted.ap.org/interactives/2013/mexico-drug-cartels/,2013,"timeline, interactive map",,,,national,,,
Associated Press,NSA Surveillance,http://hosted.ap.org/interactives/2013/nsa-phone-surveillance/index.html,2013,"map, documents, interactive graphic, timeline, explainer, video",,,,national,,,
Associated Press,PGA Championship,http://bigstory.ap.org/interactive/pga-championship,2013,"photo gallery, timeline,",,,,national,,,
Associated Press,Chemical weapons,http://hosted.ap.org/interactives/2013/chemical-weapons/,2013,"explainer, timeline",,,,national,,,
Associated Press,Syria,http://bigstory.ap.org/interactive/syria,2013,"explainer, timeline, interactive map, interactive graphic, video",,,,national,,,
Associated Press,Healthcare Overhaul,http://hosted.ap.org/interactives/2013/healthcare-overhaul-states/,2013,"interactive map, interactive graphic",,,,national,,,
Associated Press,Old world: Portraits,http://hosted.ap.org/interactives/2013/old-world-portraits/index.html,2013,"interactive feature, photo gallery",,,,national,,,
Associated Press,Superstorm Sandy's impact,http://hosted.ap.org/interactives/2013/sandy-anniversary/,10/28/2013,"interactive map, before/after, map, graphic",,,,national,,,
Associated Press,Understanding concussions,http://hosted.ap.org/interactives/2013/concussion-video/,2013,video graphic,,,,national,,,
Associated Press,Conservation land lost as corn booms,http://hosted.ap.org/interactives/2013/ethanol/,2013,"interactive map, timeline",,,,national,"underscore.js, backbone.js, raphael.js, require.js",,
Associated Press,Typhoon victims in Philippines plead for aid,http://hosted.ap.org/interactives/2013/typhoons/,2013,"photo gallery, before/after, map, video, graphic",,,,national,,,
Associated Press,James ‘Whitey’ Bulger sentenced to life for gangland killings,http://hosted.ap.org/interactives/2013/whitey-bulger/,2013,timeline,,,,national,,,
Associated Press,Tornadoes,http://hosted.ap.org/interactives/2013/tornadoes/index.html,2013,"interactive map, interactive graphic, video, database",,,,national,,,
Associated Press,Nuclear weapons,http://hosted.ap.org/interactives/2013/nuclear-weapons/,2013,"diagram, map, interactive graphic, video, timeline",,,,national,,,
Associated Press,North Korea,http://hosted.ap.org/interactives/2013/north-korea/,2013,"interactive presentation, interactive map, stepper, interactive graphic, explainer",,,,national,,,
Associated Press,2013: The year in review,http://hosted.ap.org/interactives/2013/year-in-review-quiz/,2013,"interactive feature, game",,,,national,,,
Associated Press,Deep Freeze,http://hosted.ap.org/interactives/2014/deep-freeze/,2013,interactive map,,,,national,,,
Associated Press,U.S. economy,http://hosted.ap.org/interactives/2013/us-economy/,2013,"interactive map, interactive graphic, video",,,,national,,,
Associated Press,Celebrities who died of a drug overdose in their prime,http://hosted.ap.org/interactives/2014/celebrity-overdoses/,2014,interactive feature,,,,national,,,
Associated Press,Commercials are a super business,http://hosted.ap.org/interactives/2014/superbowl-ads/,2014,"interactive feature, video gallery",,,,national,,,
Associated Press,Academy Awards,http://hosted.ap.org/interactives/2014/oscars/#,2014,"photo gallery, interactive graphic, video, interactive feature",,,,national,,,
Associated Press,Malaysia Airlines plane carrying 239 goes missing,http://hosted.ap.org/interactives/2014/malaysia-missing-plane/,2014,"graphic, map, diagram",,,,national,,,
Associated Press,Mickey Rooney,http://hosted.ap.org/interactives/2014/mickey-rooney/,4/6/2014,timeline,,,,national,,,
Associated Press,Focus: Life behind the Cup,http://hosted.ap.org/interactives/2014/world-cup-photos/,2014,"interactive feature, photo gallery",,,,national,,,World Cup - 2014
Associated Press,Inside Duncan’s final days,http://hosted.ap.org/interactives/2014/ebola-texas-hospital/,2014,"interactive graphic, timeline",,,,national,,,
Associated Press,The road to Paektu,http://hosted.ap.org/interactives/2014/road-to-paektu/,2014,interactive feature,,,,national,,,
Associated Press,Major winter storm hits Northeast,http://hosted.ap.org/interactives/2015/live-storm-tracker/,2015,interactive map,,,,national,,,
Associated Press,Diversity in the Oscars: Race on the oscar stage,http://hosted.ap.org/interactives/2015/oscars-diversity/,2015,"interactive graphic, timeline",,,,national,,,
Associated Press,Boston Marathon Trial,http://hosted.ap.org/interactives/2015/boston-marathon-trial/,2015,"interactive feature, explainer",,,,national,,,
Associated Press,Potential candidates in the race for 2016,http://interactives.ap.org/2015/2016-candidate-tracker/,2015,interactive graphic,,,,national,,,
Associated Press,Veterans Affairs Wait Times,http://interactives.ap.org/2015/va-wait-times/,2015,"interactive graphic, table",,,,national,,,
Associated Press,Migrant journeys,http://interactives.ap.org/2015/migrant-journeys/index.html,2015,"interactive presentation, interactive map, static map, illustration",,,,national,,,
Associated Press,Takeaways: CEO pay,http://interactives.ap.org/2015/ceo-pay/index.html,2015,interactive graphic,,,,national,,,
Associated Press,Mexico’s drug cartels,http://interactives.ap.org/2014/mexico-drug-cartels/,2014,"explainer, feature, timeline",,,,national,,,
Associated Press,Pluto not what scientists expected,http://interactives.ap.org/2015/pluto-mission/,2015,"interactive feature, gif, diagram",,,,national,,,
Associated Press,A field guide to 2016,http://interactives.ap.org/2015/2016-field-guide/,2015,"explainer, interactive feature, video",,,,national,,,
Associated Press,Ferguson reflects on pain and progress,http://interactives.ap.org/2015/ferguson-one-year/,2015,"interactive feature, video, static graphic",,,,national,,,
Associated Press,Drought Watch,http://interactives.ap.org/2015/drought/,2015,"interactive graphic, interactive map, time series",,,,national,,,
Associated Press,The price at the pump,http://interactives.ap.org/2015/gas-prices/,2015,interactive graphic,,,,national,,,
Associated Press,The path to world tennis No.1,http://interactives.ap.org/2015/grand-slams/,2015,interactive graphic,,,,national,,,
Associated Press,US employment trends,http://interactives.ap.org/2015/us-jobs/,2015,interactive graphic,,,,national,,,
Associated Press,Oilfield brine spills surge with industry’s advances,http://interactives.ap.org/2015/salty-spills/,2015,"diagram, interactive graphic, table",,,,national,,,
Associated Press,Mexico: The Other Disappeared,http://interactives.ap.org/2015/mexico-disappeared/,2015,"interactive feature, video, audio, interactive graphic",,,,national,,,
Associated Press,Europe’s migrant-refugee crisis,http://interactives.ap.org/2015/migration/,2015,"static map, interactive graphic, static graphic",,,,national,,,
Associated Press,Republican primary debate,http://interactives.ap.org/2015/2016-gop-debate/,2015,"interactive feature, static graphic, video",,,,national,,,
Associated Press,Injury anatomy,http://interactives.ap.org/2015/nfl-injuries/,2015,"interactive feature, 3D",,,,national,,,
Associated Press,Catholicism in the US,http://interactives.ap.org/2015/catholic-trends/,2015,interactive graphic,,,,national,,,
Associated Press,Paula Cooper’s prison,http://interactives.ap.org/2015/paula-cooper/,2015,"interactive presentation, video",,,,national,,,
Associated Press,Student debt: Sinking deeper in higher education,http://interactives.ap.org/2015/student-debt/,2015,"interactive presentation, interactive graphic",,,,national,,,
Associated Press,Democratic primary debate,http://interactives.ap.org/2015/2016-dem-debate/,10/13/2015,"interactive feature, static graphic, video",,,,national,,,
Associated Press,Sanders nets most Twitter followers during debate,http://interactives.ap.org/2015/dem-debate-twitter/,10/14/2015,interactive graphic,,,,national,,,
Associated Press,Walgreens to acquire Rite Aid for $9.41B,http://interactives.ap.org/2015/pharmacy-sales/,2015,interactive graphic,,,,national,Graphiq,,
Associated Press,Jimmy Carter,http://interactives.ap.org/2015/jimmy-carter-timeline/,2015,"timeline, video",,,,national,,,
Associated Press,2015 Tech Gift Guide,http://interactives.ap.org/2015/tech-gift-guide/,2015,interactive feature,,,,national,,,
Associated Press,France attacks,http://hosted.ap.org/interactives/2015/france-attacks/,2015,"interactive feature, static graphic, static map",,,,national,,,
Associated Press,Rio’s troubled water,http://interactives.ap.org/2015/brazil-water/,2015,"interactive feature, slide show, interactive map, video",,,,national,,,
Associated Press,2015 Walter Payton NFL Man of the Year,http://interactives.ap.org/2015/nfl-man-of-year/,2015,interactive feature,,,,national,,,
Associated Press,Betrayed by the badge,http://interactives.ap.org/2015/betrayed-by-the-badge/,2015,"interactive presentation, video, document, interactive graphic",,,,national,,,
Associated Press,Seafood from Slaves,http://interactives.ap.org/2015/seafood-from-slaves/,2015,"interactive feature, interactive presentation",,,,national,,,
Associated Press,Factory to table: Tracking a slavery-based supply chain,http://interactives.ap.org/2015/shrimp-supply-chain/,2015,interactive graphic,,,,national,,,
Associated Press,"The Fed, interest rates and the economy",http://interactives.ap.org/2015/federal-reserve/,2015,interactive graphic,,,,national,,,
Associated Press,Weather-related power outages in your state,http://interactives.ap.org/2015/power-grid/,2015,"interactive map, interactive graphic",,,,national,,,
Associated Press,Clinton emails released,http://interactives.ap.org/2015/clinton-emails/,2015,"interactive feature, document",,,,national,,,
Associated Press,Test your knowledge with this state of the union quiz,http://interactives.ap.org/2016/sotu-quiz/,2016,game,,,,national,,,
Associated Press,What are the odds of winning Powerball?,http://interactives.ap.org/2016/Jackpot-odds-quiz/,2016,"interactive feature, game",,,,national,,,
Associated Press,2016 Election Calendar,http://interactives.ap.org/2016/2016-election-calendar/,2016,interactive feature,,,,national,,,
Associated Press,Making Mardi Gras,http://interactives.ap.org/2016/making-mardi-gras/,2016,"interactive feature, video, audio, slideshow",,,,national,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Atlanta Journal Constitution,2010 Georgia Governor's Election Results Map,http://www.ajc.com/news/2010-georgia-governors-election-710736.html,,,,,Emily Merwin,national,,,
Atlanta Journal Constitution,2010 Gubernatorial primary runoff results map,http://www.ajc.com/news/2010-gubernatorial-primary-runoff-574951.html,,,,,"Emily Merwin, Matt Dempsey",national,,,
Atlanta Journal Constitution,Atlanta Home Sales Report,http://projects.ajchomefinder.com/atlanta-home-sales-report/,,,,,"Emily Merwin, John Perry",national,,,
Atlanta Journal Constitution,Census 2010: Georgia Diversity,http://www.ajc.com/news/census-2010-georgia-diversity-876255.html,,,,,"Emily Merwin, John Perry, Pete Corson",national,Flash,,
Atlanta Journal Constitution,Cheating Our Children: Suspicious test scores nationwide,http://www.ajc.com/news/cheating-our-children-1393866.html,,,,,"Emily Merwin, John Perry, M.B. Pell",national,,,
Atlanta Journal Constitution,Japan: Before and After,http://www.ajc.com/news/nation-world/japan-before-and-after-872197.html,,,,,Emily Merwin,national,,,
Atlanta Journal Constitution, Lobbyists: The web of influence,http://www.ajc.com/news/lobbyists-the-web-of-1387988.html,,,,,Emily Merwin,national,,,
Atlanta Journal Constitution,Metro Atlanta Property tax meltdown 2010: map,http://www.ajc.com/news/property-tax-meltdown-view-226300.html,,,,,Emily Merwin,national,,,
Atlanta Journal Constitution,State high school football scores,http://www.ajc.com/sports/high-school/state-high-school-football-1097836.html,,,,,"Emily Merwin, Elizabeth Jensen",national,,,
Atlanta Journal Constitution,Sunday alcohol sales referendum results,http://www.ajc.com/news/sunday-alcohol-sales-referendum-1220821.html,,,,,Emily Merwin,national,,,
Atlanta Journal Constitution,The Faces of Unemployment,http://www.ajc.com/news/faces-of-unemployment-91422.html,,,,,Emily Merwin,national,,,
Atlanta Journal Constitution,Water watch: Tracking Georgia's water crisis,http://www.ajc.com/multimedia/content/multimedia/interactives/large/droughtMap.html,,,,,,national,Flash,,
Atlanta Journal Constitution,Young and restless,http://www.ajc.com/news/AtlantaForward/interactive-young-and-restless-1046575.html,,,,,"Emily Merwin, John Perry",national,,,
Atlanta Journal Constitution,Georgia Legislative Navigator,http://legislativenavigator.myajc.com/,,"news application, database",,,"John Perry, Ashlyn Still, Jeff Ernsthausen",national,,http://ajcnewsapps.tumblr.com/post/77008124090/predict-a-bill-how-it-works,
Atlanta Journal Constitution,War in our Backyards,http://battleofatlanta.myajc.com/,2014,"interactive presentation, interactive map, video, interactive graphic",,,"Ashlyn Still, Emily Merwin, Jessica Gurell",national,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
The Atlantic,The Case for Reparations,http://www.theatlantic.com/features/archive/2014/05/the-case-for-reparations/361631/,5/21/2014,"interactive presentation, video, slide show, interactive map, documents",,,,national,Leaflet.js,,
The Atlantic,Visualizing the Shrinking Sea Ice,http://www.theatlantic.com/science/archive/2015/09/mapbox-arctic-sea-ice-minimum-over-time/407884/,9/29/2015,"interactive map, time series",,,Robinson Meyer,national,Mapbox,,
